game_pk,half_inning,label,inning_topbot,inning,game_date,pitcher,team,season,hits_allowed,walks,strikeouts,batters_faced,runs_allowed,ERA_season,WHIP_season,FIP_season,K/9_season,BB/9_season,xFIP_season,CSW%_season,xERA_season,runs_rolling10_team,OBP_team,SLG_team,K_rate_team,BB_rate_team,is_home_team
717417,Top_1st,0,Top,1,2023-07-14,665152,MIA,2023,2,3,8,9,1,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,1.4,0.4642857142857143,0.75,0.1607142857142857,0.0535714285714285,False
717420,Top_1st,1,Top,1,2023-07-14,621244,AZ,2023,7,1,4,9,1,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.3,0.3333333333333333,0.303030303030303,0.2051282051282051,0.1538461538461538,False
717422,Top_1st,1,Top,1,2023-07-09,657277,COL,2023,7,0,10,9,0,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.4,0.4042553191489361,0.425,0.1914893617021276,0.1276595744680851,False
717424,Top_1st,0,Top,1,2023-07-09,608337,STL,2023,2,3,5,9,2,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,0.1,0.2727272727272727,0.325,0.3863636363636363,0.0909090909090909,False
717426,Bot_1st,1,Bot,1,2023-07-09,605400,MIA,2023,8,0,5,9,5,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,1.4,0.4642857142857143,0.75,0.1964285714285714,0.0535714285714285,True
717426,Top_1st,0,Top,1,2023-07-09,666200,PHI,2023,4,2,9,9,2,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.4,0.2926829268292683,0.65,0.3658536585365853,0.024390243902439,False
717428,Bot_1st,1,Bot,1,2023-07-09,502043,MIN,2023,3,1,11,11,2,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.6,0.3695652173913043,0.5,0.3260869565217391,0.0652173913043478,True
717429,Bot_1st,1,Bot,1,2023-07-09,693821,TB,2023,6,4,0,9,7,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.9,0.3333333333333333,0.65,0.3777777777777777,0.0888888888888888,True
717429,Top_1st,0,Top,1,2023-07-09,621107,ATL,2023,4,0,5,9,2,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,1.6,0.4545454545454545,0.7708333333333334,0.1818181818181818,0.109090909090909,False
717430,Bot_1st,0,Bot,1,2023-07-09,669302,HOU,2023,3,1,6,9,1,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.2,0.2368421052631578,0.3428571428571428,0.1842105263157894,0.0526315789473684,True
717431,Bot_1st,1,Bot,1,2023-07-09,605135,DET,2023,9,0,4,9,3,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.8,0.3829787234042553,0.5,0.2340425531914893,0.1063829787234042,True
717432,Bot_1st,1,Bot,1,2023-07-09,641540,WSH,2023,7,3,4,9,2,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.6,0.282051282051282,0.5142857142857142,0.2564102564102564,0.0769230769230769,True
717432,Top_1st,0,Top,1,2023-07-09,571578,TEX,2023,5,1,6,9,1,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.4,0.2926829268292683,0.3243243243243243,0.2439024390243902,0.073170731707317,False
717435,Bot_1st,1,Bot,1,2023-07-09,676664,BOS,2023,2,5,4,9,1,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.9,0.3877551020408163,0.4651162790697674,0.1836734693877551,0.1020408163265306,True
717436,Top_1st,0,Top,1,2023-07-08,605483,NYM,2023,1,3,11,9,0,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.4,0.2894736842105263,0.375,0.2368421052631578,0.131578947368421,False
717439,Bot_1st,0,Bot,1,2023-07-08,656605,AZ,2023,1,5,4,9,0,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.2,0.2432432432432432,0.2647058823529412,0.2432432432432432,0.081081081081081,True
717440,Top_1st,0,Top,1,2023-07-08,664285,SEA,2023,5,2,6,9,2,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,0.1,0.25,0.3333333333333333,0.3888888888888889,0.0555555555555555,False
717441,Bot_1st,1,Bot,1,2023-07-08,675911,TB,2023,4,2,11,9,0,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,0.5,0.2857142857142857,0.5526315789473685,0.4047619047619047,0.0714285714285714,True
717442,Bot_1st,1,Bot,1,2023-07-08,592332,DET,2023,5,2,7,9,2,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.8,0.3829787234042553,0.4761904761904761,0.2340425531914893,0.1063829787234042,True
717445,Bot_1st,0,Bot,1,2023-07-08,571945,CWS,2023,4,0,6,9,0,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.4,0.3111111111111111,0.325,0.2222222222222222,0.1111111111111111,True
717446,Top_1st,0,Top,1,2023-07-08,543243,BAL,2023,6,3,5,9,6,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,0.5,0.3255813953488372,0.3714285714285714,0.1395348837209302,0.1395348837209302,False
717447,Top_1st,0,Top,1,2023-07-08,543037,CHC,2023,5,1,5,9,3,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.0,0.1891891891891892,0.1515151515151515,0.2432432432432432,0.081081081081081,False
717452,Top_1st,1,Top,1,2023-07-07,668678,PIT,2023,4,0,5,9,1,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,0.5,0.2564102564102564,0.4166666666666667,0.3076923076923077,0.0769230769230769,False
717453,Bot_1st,0,Bot,1,2023-07-07,622491,HOU,2023,5,0,3,10,1,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.3,0.2926829268292683,0.4,0.1951219512195122,0.0975609756097561,True
717454,Bot_1st,1,Bot,1,2023-07-07,434378,SD,2023,5,3,2,9,3,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.6,0.3023255813953488,0.3421052631578947,0.1860465116279069,0.0930232558139534,True
717455,Bot_1st,0,Bot,1,2023-07-07,656756,CWS,2023,3,1,5,9,1,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.5,0.3260869565217391,0.4146341463414634,0.217391304347826,0.108695652173913,True
717455,Top_1st,1,Top,1,2023-07-07,656302,STL,2023,11,0,8,9,5,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.5,0.36,0.5,0.32,0.08,False
717459,Top_1st,0,Top,1,2023-07-07,669203,CIN,2023,3,4,6,9,2,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.5,0.3170731707317073,0.3243243243243243,0.2682926829268293,0.073170731707317,False
717460,Bot_1st,1,Bot,1,2023-07-07,450203,TB,2023,4,2,6,9,1,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.5,0.25,0.5,0.375,0.075,True
717462,Bot_1st,1,Bot,1,2023-07-06,670912,LAD,2023,6,2,6,9,4,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.5,0.3333333333333333,0.4736842105263157,0.2888888888888888,0.1333333333333333,True
717466,Bot_1st,1,Bot,1,2023-07-07,554430,MIA,2023,7,0,7,9,3,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.9,0.4,0.5714285714285714,0.18,0.02,True
717466,Top_1st,1,Top,1,2023-07-07,645261,PHI,2023,8,0,5,9,1,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,0.4,0.3095238095238095,0.5897435897435898,0.3333333333333333,0.0476190476190476,False
717467,Bot_1st,0,Bot,1,2023-07-06,669923,HOU,2023,6,1,3,9,1,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.4,0.3095238095238095,0.4285714285714285,0.1904761904761904,0.0952380952380952,True
717468,Bot_1st,1,Bot,1,2023-07-06,621244,CWS,2023,1,1,6,9,0,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.5,0.3260869565217391,0.4146341463414634,0.1739130434782608,0.108695652173913,True
717468,Top_1st,0,Top,1,2023-07-06,458681,TOR,2023,1,2,11,9,0,5.73,1.39,5.53,9.36,3.28,4.5,0.265,4.86,1.1,0.3653846153846153,0.6530612244897959,0.2692307692307692,0.0384615384615384,False
717469,Bot_1st,1,Bot,1,2023-07-06,543475,CLE,2023,6,0,5,9,1,6.28,1.24,5.62,6.08,2.28,5.34,0.238,4.93,0.0,0.2619047619047619,0.1714285714285714,0.238095238095238,0.1428571428571428,True
717474,Top_1st,0,Top,1,2023-07-06,642547,CHC,2023,4,4,10,9,3,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.0,0.1891891891891892,0.15625,0.2162162162162162,0.081081081081081,False
717475,Bot_1st,1,Bot,1,2023-07-06,680694,NYY,2023,3,2,5,9,0,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.3,0.2439024390243902,0.3611111111111111,0.2439024390243902,0.048780487804878,True
717477,Bot_1st,1,Bot,1,2023-07-05,673540,AZ,2023,4,1,11,10,1,2.98,1.22,3.63,10.93,4.17,3.77,0.28,3.87,0.9,0.3829787234042553,0.6904761904761905,0.2340425531914893,0.0851063829787234,True
717480,Bot_1st,0,Bot,1,2023-07-06,579328,CWS,2023,8,0,4,9,4,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.5,0.3260869565217391,0.4146341463414634,0.1739130434782608,0.108695652173913,True
717482,Top_1st,1,Top,1,2023-07-05,641154,KC,2023,4,0,12,9,0,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.5,0.2682926829268293,0.3529411764705882,0.4390243902439024,0.0975609756097561,False
717483,Bot_1st,1,Bot,1,2023-07-05,657006,MIL,2023,9,0,5,9,3,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,0.3,0.2926829268292683,0.2857142857142857,0.1707317073170731,0.1219512195121951,True
717487,Bot_1st,0,Bot,1,2023-07-05,665152,NYY,2023,4,1,10,9,2,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.3,0.225,0.3428571428571428,0.25,0.05,True
717491,Bot_1st,1,Bot,1,2023-07-05,592836,TB,2023,5,5,8,9,4,4.38,1.31,4.53,7.19,3.7,4.83,0.25,4.36,0.6,0.3023255813953488,0.5641025641025641,0.3023255813953488,0.0697674418604651,True
717494,Bot_1st,1,Bot,1,2023-07-04,676664,DET,2023,5,0,4,9,0,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.4,0.2682926829268293,0.2894736842105263,0.3170731707317073,0.073170731707317,True
717496,Bot_1st,0,Bot,1,2023-07-04,605135,CWS,2023,6,2,5,9,3,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.5,0.3255813953488372,0.4358974358974359,0.2093023255813953,0.0930232558139534,True
717496,Top_1st,1,Top,1,2023-07-04,608337,TOR,2023,4,2,4,9,2,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,1.1,0.3877551020408163,0.7021276595744681,0.2857142857142857,0.0204081632653061,False
717499,Bot_1st,0,Bot,1,2023-07-04,605400,TB,2023,5,1,12,9,1,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,0.4,0.2682926829268293,0.5263157894736842,0.3170731707317073,0.048780487804878,True
717499,Top_1st,0,Top,1,2023-07-04,621107,PHI,2023,4,1,9,9,2,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,0.7,0.3260869565217391,0.631578947368421,0.3260869565217391,0.108695652173913,False
717501,Bot_1st,1,Bot,1,2023-07-04,641540,BOS,2023,6,1,4,9,1,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.3,0.2682926829268293,0.358974358974359,0.2682926829268293,0.048780487804878,True
717502,Top_1st,0,Top,1,2023-07-04,666200,STL,2023,5,3,8,9,0,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.5,0.3191489361702128,0.5,0.3404255319148936,0.0425531914893617,False
717505,Top_1st,1,Top,1,2023-07-03,605483,LAA,2023,7,4,7,9,0,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.5,0.3555555555555555,0.625,0.2888888888888888,0.1111111111111111,False
717506,Bot_1st,0,Bot,1,2023-07-03,656605,LAD,2023,8,2,7,9,5,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.7,0.3333333333333333,0.6410256410256411,0.3111111111111111,0.1333333333333333,True
717507,Top_1st,1,Top,1,2023-07-04,571578,CIN,2023,10,4,2,9,6,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.6,0.3829787234042553,0.4146341463414634,0.1914893617021276,0.0851063829787234,False
717508,Bot_1st,1,Bot,1,2023-07-04,502043,NYY,2023,3,5,4,9,4,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.3,0.25,0.3529411764705882,0.225,0.075,True
717509,Bot_1st,1,Bot,1,2023-07-04,669302,SF,2023,5,0,7,9,0,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,0.2,0.2857142857142857,0.2571428571428571,0.4047619047619047,0.1428571428571428,True
717512,Bot_1st,1,Bot,1,2023-07-03,693821,CLE,2023,7,2,1,9,2,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.0,0.2307692307692307,0.125,0.1794871794871795,0.1282051282051282,True
717514,Bot_1st,0,Bot,1,2023-07-03,664299,TEX,2023,9,0,4,9,6,4.56,1.27,4.58,8.83,3.44,5.16,0.252,4.42,0.9,0.42,0.5348837209302325,0.22,0.1,True
717515,Bot_1st,1,Bot,1,2023-07-03,571945,MIA,2023,4,2,1,9,2,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.6,0.3695652173913043,0.5333333333333333,0.1956521739130435,0.0217391304347826,True
717516,Top_1st,0,Top,1,2023-07-03,657277,SEA,2023,7,2,11,9,2,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,0.3,0.2368421052631578,0.4166666666666667,0.3157894736842105,0.0526315789473684,False
717519,Top_1st,1,Top,1,2023-07-02,622491,TB,2023,7,0,6,10,6,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.6,0.3255813953488372,0.5945945945945946,0.2558139534883721,0.0697674418604651,False
717522,Bot_1st,1,Bot,1,2023-07-02,668678,LAA,2023,5,1,12,9,4,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,0.5,0.3333333333333333,0.6097560975609756,0.2888888888888888,0.0888888888888888,True
717524,Bot_1st,1,Bot,1,2023-07-02,543037,STL,2023,6,3,5,9,2,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.5,0.2888888888888888,0.4523809523809524,0.3333333333333333,0.0444444444444444,True
717524,Top_1st,0,Top,1,2023-07-02,656756,NYY,2023,2,3,6,9,1,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.1,0.2105263157894736,0.1875,0.2368421052631578,0.0789473684210526,False
717529,Bot_1st,0,Bot,1,2023-07-02,543243,BAL,2023,2,4,7,10,0,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,0.4,0.3095238095238095,0.2857142857142857,0.238095238095238,0.1428571428571428,True
717530,Top_1st,1,Top,1,2023-07-02,592332,BOS,2023,5,1,7,9,2,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.2,0.25,0.2894736842105263,0.3,0.05,False
717532,Bot_1st,1,Bot,1,2023-07-02,645261,ATL,2023,5,2,6,9,4,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,2.0,0.4666666666666667,1.0377358490566038,0.1333333333333333,0.0833333333333333,True
717532,Top_1st,1,Top,1,2023-07-02,675911,MIA,2023,6,1,9,9,2,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,0.4,0.3255813953488372,0.4523809523809524,0.2558139534883721,0.0232558139534883,False
717534,Top_1st,0,Top,1,2023-07-01,669923,TB,2023,2,2,7,9,2,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.5,0.3333333333333333,0.5142857142857142,0.238095238095238,0.0952380952380952,False
717535,Top_1st,1,Top,1,2023-07-01,434378,SF,2023,5,1,6,9,1,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.2,0.2682926829268293,0.2571428571428571,0.4146341463414634,0.1219512195121951,False
717536,Top_1st,1,Top,1,2023-07-01,450203,MIA,2023,4,1,5,9,0,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.4,0.3095238095238095,0.4390243902439024,0.238095238095238,0.0238095238095238,False
717538,Bot_1st,1,Bot,1,2023-07-01,656302,OAK,2023,6,3,5,9,3,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.5,0.3095238095238095,0.4054054054054054,0.3333333333333333,0.0714285714285714,True
717540,Bot_1st,0,Bot,1,2023-07-01,669203,PIT,2023,1,3,7,9,2,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.2,0.1944444444444444,0.2571428571428571,0.2777777777777778,0.0277777777777777,True
717540,Top_1st,1,Top,1,2023-07-01,670912,MIL,2023,9,3,1,9,6,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.5,0.3617021276595745,0.3846153846153846,0.1914893617021276,0.1276595744680851,False
717541,Top_1st,1,Top,1,2023-07-01,680694,MIN,2023,7,1,7,10,1,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.4,0.2926829268292683,0.4615384615384615,0.2682926829268293,0.024390243902439,False
717543,Top_1st,0,Top,1,2023-07-01,554430,WSH,2023,7,0,6,9,4,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.7,0.2368421052631578,0.5,0.2894736842105263,0.0,False
717547,Top_1st,0,Top,1,2023-07-01,579328,BOS,2023,7,2,7,9,4,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.2,0.25,0.2702702702702703,0.25,0.075,False
717555,Top_1st,1,Top,1,2023-06-30,621244,BOS,2023,5,0,8,9,4,3.65,1.19,3.99,8.73,2.47,4.01,0.294,4.51,0.2,0.25,0.2894736842105263,0.225,0.05,False
717559,Top_1st,0,Top,1,2023-06-30,657006,CLE,2023,3,2,6,9,0,3.06,1.17,3.02,9.14,1.87,3.32,0.262,3.5,0.0,0.2307692307692307,0.2058823529411764,0.1794871794871795,0.0769230769230769,False
717560,Bot_1st,1,Bot,1,2023-06-29,458681,LAA,2023,8,1,7,9,5,5.73,1.39,5.53,9.36,3.28,4.5,0.265,4.86,0.4,0.3181818181818182,0.525,0.1818181818181818,0.0909090909090909,True
717561,Bot_1st,0,Bot,1,2023-06-30,641154,BAL,2023,3,3,6,9,1,3.66,1.15,3.33,10.86,2.23,3.28,0.301,3.0,0.8,0.4042553191489361,0.5263157894736842,0.1914893617021276,0.1489361702127659,True
717561,Top_1st,1,Top,1,2023-06-30,665152,MIN,2023,7,3,5,9,5,4.12,1.31,4.51,8.18,2.87,4.34,0.261,4.93,0.4,0.275,0.4473684210526316,0.3,0.025,False
717562,Bot_1st,0,Bot,1,2023-06-30,642547,PIT,2023,3,2,8,9,3,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.2,0.2162162162162162,0.2777777777777778,0.2432432432432432,0.027027027027027,True
717564,Top_1st,0,Top,1,2023-06-29,605135,SF,2023,3,4,12,10,0,3.6,1.18,4.28,8.37,2.66,4.21,0.28,4.04,0.2,0.25,0.2352941176470588,0.425,0.125,False
717567,Bot_1st,1,Bot,1,2023-06-29,592836,CHC,2023,6,1,6,9,1,4.38,1.31,4.53,7.19,3.7,4.83,0.25,4.36,0.4,0.2439024390243902,0.3888888888888889,0.2682926829268293,0.048780487804878,True
717569,Bot_1st,1,Bot,1,2023-06-29,666200,BOS,2023,3,1,9,9,0,3.58,1.21,3.55,10.48,2.77,3.72,0.299,3.96,0.2,0.25,0.3157894736842105,0.2,0.05,True
717575,Bot_1st,0,Bot,1,2023-06-28,621107,AZ,2023,7,0,7,9,2,3.5,1.02,3.01,9.42,1.22,3.12,0.302,3.02,1.5,0.4642857142857143,0.76,0.125,0.0892857142857142,True
717576,Bot_1st,1,Bot,1,2023-06-28,608337,LAA,2023,6,0,9,9,4,4.88,1.31,5.27,9.96,3.56,4.45,0.288,4.61,0.3,0.3255813953488372,0.4615384615384615,0.1627906976744186,0.0930232558139534,True
717579,Top_1st,0,Top,1,2023-06-28,676664,NYY,2023,5,3,5,9,4,4.54,1.26,5.15,8.41,2.77,5.1,0.255,4.64,0.4,0.2619047619047619,0.4210526315789473,0.3095238095238095,0.0714285714285714,False
717580,Top_1st,1,Top,1,2023-06-28,641540,DET,2023,4,0,10,10,2,3.7,1.26,4.27,7.3,2.87,4.39,0.2739999999999999,4.48,0.1,0.1944444444444444,0.2058823529411764,0.2777777777777778,0.0555555555555555,False
717581,Top_1st,1,Top,1,2023-06-28,673540,MIL,2023,5,3,8,9,2,2.98,1.22,3.63,10.93,4.17,3.77,0.28,3.87,0.4,0.3478260869565217,0.4,0.2391304347826087,0.108695652173913,False
717582,Bot_1st,1,Bot,1,2023-06-28,664299,STL,2023,8,2,1,9,6,4.56,1.27,4.58,8.83,3.44,5.16,0.252,4.42,0.6,0.3023255813953488,0.4871794871794871,0.2790697674418604,0.0697674418604651,True
717582,Top_1st,1,Top,1,2023-06-28,571945,HOU,2023,7,3,4,9,5,4.78,1.32,4.27,6.12,1.74,4.76,0.25,5.44,0.8,0.2857142857142857,0.3947368421052631,0.119047619047619,0.0238095238095238,False
717584,Bot_1st,0,Bot,1,2023-06-28,605400,CHC,2023,7,3,4,9,4,4.46,1.15,4.03,9.39,2.09,3.63,0.296,3.71,0.4,0.225,0.3428571428571428,0.25,0.05,True
717585,Bot_1st,1,Bot,1,2023-06-28,605483,PIT,2023,3,2,10,9,2,2.25,1.19,3.44,11.7,4.95,3.62,0.308,3.77,0.2,0.2162162162162162,0.2571428571428571,0.2702702702702703,0.054054054054054,True
717585,Top_1st,1,Top,1,2023-06-28,656605,SD,2023,4,2,5,9,1,4.21,1.25,3.8,9.73,2.55,3.7,0.283,4.18,0.5,0.4,0.5428571428571428,0.2888888888888888,0.2,False
717586,Bot_1st,1,Bot,1,2023-06-28,657277,TOR,2023,8,0,5,9,5,3.25,1.07,3.16,8.08,1.29,2.95,0.293,3.63,1.1,0.4615384615384615,0.6739130434782609,0.173076923076923,0.0576923076923076,True
717587,Bot_1st,0,Bot,1,2023-06-28,571578,SEA,2023,5,0,9,9,0,5.2,1.48,5.28,6.2,2.85,4.76,0.25,6.16,0.7,0.2682926829268293,0.4358974358974359,0.2926829268292683,0.024390243902439,True
717587,Top_1st,1,Top,1,2023-06-28,669302,WSH,2023,8,2,4,9,4,3.73,1.08,3.85,8.92,1.7,3.76,0.271,3.69,1.0,0.3095238095238095,0.6097560975609756,0.2142857142857142,0.0,False
717589,Top_1st,1,Top,1,2023-06-28,502043,CIN,2023,9,2,5,9,6,4.73,1.32,4.13,7.36,2.58,4.13,0.272,4.8,0.5,0.3181818181818182,0.358974358974359,0.2045454545454545,0.0909090909090909,False
717593,Top_1st,0,Top,1,2023-06-27,668678,TB,2023,5,2,4,9,4,3.47,1.12,3.26,9.43,2.01,3.49,0.285,4.16,0.4,0.2631578947368421,0.3529411764705882,0.2631578947368421,0.0526315789473684,False
717598,Bot_1st,1,Bot,1,2023-06-27,664285,STL,2023,8,3,6,9,4,3.45,1.13,3.5,9.09,2.59,3.39,0.281,4.3,0.2,0.2105263157894736,0.2941176470588235,0.3684210526315789,0.0789473684210526,True
717598,Top_1st,1,Top,1,2023-06-27,656756,HOU,2023,6,1,6,9,2,3.2,1.19,3.56,7.92,2.29,4.01,0.28,3.98,0.5,0.2105263157894736,0.2777777777777778,0.131578947368421,0.0,False
717600,Top_1st,1,Top,1,2023-06-27,693821,MIN,2023,4,5,4,9,2,3.81,1.28,4.42,6.6,3.25,4.49,0.264,4.61,0.3,0.2564102564102564,0.4324324324324324,0.2051282051282051,0.0256410256410256,False
717602,Top_1st,1,Top,1,2023-06-26,622491,WSH,2023,7,1,7,9,3,3.34,1.1,3.81,10.01,2.56,3.81,0.29,3.79,0.6,0.2564102564102564,0.631578947368421,0.2564102564102564,0.0,False
717604,Top_1st,0,Top,1,2023-06-27,592332,SF,2023,3,1,12,9,1,3.16,1.18,2.97,11.53,2.68,3.22,0.296,3.85,0.2,0.1891891891891892,0.2121212121212121,0.3783783783783784,0.081081081081081,False
717605,Bot_1st,1,Bot,1,2023-06-27,645261,BOS,2023,6,2,5,9,1,4.14,1.21,4.03,7.36,2.34,4.0,0.27,4.33,0.4,0.3043478260869565,0.3953488372093023,0.1739130434782608,0.0652173913043478,True
717607,Top_1st,1,Top,1,2023-06-26,434378,MIL,2023,5,3,5,9,0,3.22,1.13,3.85,7.98,2.49,4.56,0.259,3.63,0.5,0.3404255319148936,0.3157894736842105,0.2553191489361702,0.1489361702127659,False
717608,Bot_1st,1,Bot,1,2023-06-26,656302,LAA,2023,5,0,10,9,1,4.58,1.42,3.72,10.88,4.02,4.08,0.291,4.1,0.1,0.3414634146341463,0.2941176470588235,0.1219512195121951,0.1463414634146341,True
717609,Bot_1st,0,Bot,1,2023-06-26,543243,ATL,2023,7,1,5,9,2,2.79,1.15,2.83,8.95,2.69,3.64,0.2789999999999999,3.66,1.2,0.3260869565217391,0.5128205128205128,0.108695652173913,0.108695652173913,True
717609,Top_1st,1,Top,1,2023-06-26,675911,MIN,2023,3,2,10,9,1,3.86,1.09,2.85,13.55,2.8,2.92,0.3379999999999999,3.09,0.2,0.2162162162162162,0.3611111111111111,0.2702702702702703,0.027027027027027,False
717613,Bot_1st,1,Bot,1,2023-06-25,669203,CLE,2023,8,2,3,9,4,3.39,1.07,3.81,9.29,3.07,3.8,0.292,3.38,0.8,0.3555555555555555,0.5121951219512195,0.1555555555555555,0.0444444444444444,True
717617,Top_1st,0,Top,1,2023-06-25,579328,OAK,2023,2,2,8,9,1,3.86,1.27,4.12,9.72,2.58,3.77,0.2789999999999999,4.3,0.3,0.2105263157894736,0.25,0.3947368421052631,0.0526315789473684,False
717618,Bot_1st,1,Bot,1,2023-06-25,450203,CIN,2023,7,3,7,9,3,3.64,1.43,3.87,10.08,4.57,4.27,0.307,4.64,0.3,0.2195121951219512,0.3428571428571428,0.1951219512195122,0.073170731707317,True
717620,Bot_1st,1,Bot,1,2023-06-25,670912,MIA,2023,6,0,6,9,1,4.31,1.37,4.49,8.0,4.2,4.87,0.265,4.61,0.3,0.3023255813953488,0.282051282051282,0.2093023255813953,0.0697674418604651,True
717622,Top_1st,1,Top,1,2023-06-25,543037,TEX,2023,9,1,7,9,3,2.63,0.98,3.16,9.56,2.07,3.6,0.2769999999999999,3.48,0.2,0.3333333333333333,0.3333333333333333,0.2,0.1333333333333333,False
717624,Top_1st,1,Top,1,2023-06-25,554430,NYM,2023,9,3,8,9,4,3.61,1.08,3.15,9.94,1.83,3.54,0.275,3.18,0.5,0.3414634146341463,0.5277777777777778,0.1463414634146341,0.1219512195121951,False
717625,Bot_1st,0,Bot,1,2023-06-24,642547,CLE,2023,4,4,5,9,1,3.86,1.12,3.85,11.41,2.93,3.42,0.294,3.35,0.8,0.3555555555555555,0.5,0.1555555555555555,0.0444444444444444,True
717627,Bot_1st,1,Bot,1,2023-06-25,669923,BAL,2023,6,1,4,9,3,3.35,1.04,3.34,8.12,0.9,3.63,0.273,3.9,0.5,0.282051282051282,0.4,0.2564102564102564,0.0769230769230769,True
717627,Top_1st,0,Top,1,2023-06-25,680694,SEA,2023,2,2,7,9,2,2.83,1.04,3.27,8.96,2.35,3.53,0.291,3.77,0.5,0.3095238095238095,0.3684210526315789,0.238095238095238,0.0714285714285714,False
